id_solicitud,edad,antiguedad_negocio_anios,ingreso_mensual,monto_solicitado,deuda_actual,tiene_historial_crediticio,canal,region,es_mujer_emprendedora,incumplio
SOL-003429,19,9.9,5212.0,15748.0,854.0,0,digital,arequipa,1,0
SOL-003430,50,0.2,4820.0,15090.0,3860.0,1,digital,trujillo,0,1
SOL-003431,56,1.2,2792.0,7751.0,1459.0,0,presencial,lima,0,0
SOL-003432,45,10.0,3928.0,17237.0,705.0,1,presencial,lima,0,0
SOL-003433,29,6.1,5047.0,9385.0,7057.0,0,digital,arequipa,0,1
SOL-003434,47,7.3,6550.0,29424.0,17097.0,1,presencial,lima,0,0
SOL-003435,36,3.6,7753.0,27471.0,14390.0,0,presencial,arequipa,1,0
SOL-003436,41,1.6,4650.0,18402.0,3518.0,0,presencial,arequipa,1,0
SOL-003437,27,0.5,5711.0,19226.0,6044.0,0,presencial,lima,1,0
SOL-003438,24,7.3,7963.0,16454.0,3272.0,1,presencial,arequipa,1,0
SOL-003439,69,2.1,3202.0,11934.0,2705.0,0,presencial,lima,0,0
SOL-003440,44,8.1,4813.0,19393.0,3776.0,1,presencial,lima,0,0
SOL-003441,45,2.3,1254.0,4679.0,1562.0,1,presencial,arequipa,1,0
SOL-003442,43,6.4,1683.0,6916.0,640.0,1,presencial,trujillo,0,0
SOL-003443,34,2.6,4964.0,7927.0,23068.0,1,presencial,arequipa,0,0
SOL-003444,40,9.5,5374.0,23549.0,1097.0,1,presencial,lima,1,0
SOL-003445,33,5.5,2191.0,9446.0,2292.0,0,digital,arequipa,0,0
SOL-003446,41,6.1,2792.0,11672.0,4430.0,1,presencial,lima,1,0
SOL-003447,24,1.3,2227.0,7518.0,506.0,1,digital,lima,1,0
SOL-003448,37,0.2,2960.0,11913.0,258.0,0,digital,lima,1,1
SOL-003449,45,7.3,1149.0,3763.0,1848.0,1,presencial,lima,0,0
SOL-003450,36,2.1,3413.0,9986.0,16087.0,1,digital,lima,1,1
SOL-003451,40,4.2,2725.0,11680.0,137.0,1,digital,trujillo,1,1
SOL-003452,41,5.6,4353.0,8895.0,20391.0,1,presencial,lima,0,0
SOL-003453,41,5.3,3589.0,14499.0,5985.0,1,presencial,trujillo,0,0
SOL-003454,59,11.3,1865.0,5158.0,1535.0,0,presencial,arequipa,1,0
SOL-003455,22,3.8,1514.0,3490.0,2823.0,1,digital,lima,1,0
SOL-003456,19,1.0,5917.0,17569.0,13927.0,1,digital,lima,0,0
SOL-003457,38,6.9,1918.0,6474.0,1342.0,0,digital,lima,0,0
SOL-003458,25,6.7,4078.0,8019.0,23601.0,0,digital,lima,1,0
SOL-003459,31,3.4,2180.0,8128.0,9971.0,1,presencial,arequipa,1,1
SOL-003460,42,1.4,2659.0,6975.0,1183.0,0,digital,trujillo,1,0
SOL-003461,41,7.0,3044.0,10902.0,3513.0,1,presencial,trujillo,0,0
SOL-003462,19,0.6,2307.0,4354.0,499.0,0,digital,lima,1,1
SOL-003463,64,7.1,3207.0,5046.0,456.0,1,presencial,lima,0,0
SOL-003464,25,13.2,8110.0,15416.0,5000.0,0,presencial,lima,1,0
SOL-003465,31,6.8,7300.0,14306.0,8116.0,0,digital,trujillo,0,0
SOL-003466,19,12.1,3032.0,11403.0,945.0,1,digital,lima,1,0
SOL-003467,46,5.8,3088.0,9038.0,5603.0,1,presencial,lima,0,0
SOL-003468,36,5.8,1918.0,7228.0,2311.0,1,presencial,arequipa,1,0
SOL-003469,52,6.3,1850.0,6874.0,1677.0,1,presencial,arequipa,1,0
SOL-003470,32,5.9,5693.0,12299.0,2082.0,0,digital,lima,1,1
SOL-003471,58,7.3,1783.0,7531.0,738.0,1,presencial,arequipa,1,0
SOL-003472,38,3.0,3044.0,11519.0,1986.0,1,presencial,lima,1,0
SOL-003473,25,5.5,4150.0,6908.0,1878.0,1,presencial,lima,0,0
SOL-003474,46,11.1,989.0,3139.0,568.0,1,presencial,lima,0,0
SOL-003475,40,2.6,1998.0,5353.0,741.0,1,presencial,lima,1,0
SOL-003476,23,0.2,1908.0,5389.0,2513.0,1,presencial,trujillo,1,0
SOL-003477,20,4.7,1895.0,4810.0,356.0,1,digital,lima,1,0
SOL-003478,24,5.9,3065.0,9006.0,6246.0,1,digital,arequipa,0,0
SOL-003479,49,5.9,4572.0,11441.0,2212.0,0,digital,lima,1,0
SOL-003480,51,1.7,2711.0,7685.0,3713.0,1,presencial,arequipa,1,0
SOL-003481,39,2.5,3011.0,9300.0,2647.0,0,presencial,trujillo,1,1
SOL-003482,37,9.2,2518.0,9228.0,377.0,0,digital,lima,1,0
SOL-003483,19,9.1,1762.0,3294.0,3399.0,1,digital,trujillo,1,0
SOL-003484,37,5.7,4756.0,8627.0,16318.0,1,presencial,arequipa,1,0
SOL-003485,36,5.2,3383.0,9957.0,2450.0,1,digital,arequipa,1,0
SOL-003486,34,1.2,651.0,1870.0,806.0,0,digital,lima,0,1
SOL-003487,26,0.4,3736.0,11761.0,3479.0,0,digital,arequipa,1,1
SOL-003488,32,0.2,2863.0,9452.0,928.0,1,digital,lima,1,0
SOL-003489,47,2.0,4379.0,9852.0,4120.0,1,presencial,trujillo,1,0
SOL-003490,43,6.8,7068.0,24088.0,18890.0,1,presencial,trujillo,0,0
SOL-003491,52,5.1,1512.0,4440.0,3418.0,1,presencial,lima,0,0
SOL-003492,47,6.0,1992.0,5851.0,1212.0,1,presencial,trujillo,1,0
SOL-003493,38,4.4,2583.0,8372.0,1538.0,0,digital,trujillo,0,0
SOL-003494,62,2.5,1145.0,3776.0,335.0,1,presencial,arequipa,1,0
SOL-003495,52,7.1,3429.0,11358.0,2135.0,0,presencial,lima,1,1
SOL-003496,51,10.1,4160.0,16536.0,4435.0,1,digital,lima,1,0
SOL-003497,25,0.9,3293.0,9709.0,3375.0,0,digital,lima,0,0
SOL-003498,19,3.8,2792.0,12054.0,3271.0,0,digital,lima,1,0
SOL-003499,41,8.6,3391.0,14696.0,3935.0,1,presencial,trujillo,1,0
SOL-003500,30,9.1,2145.0,5233.0,808.0,1,digital,lima,1,0
SOL-003501,59,7.6,2974.0,12288.0,5663.0,1,presencial,arequipa,0,0
SOL-003502,31,2.7,4311.0,11661.0,9507.0,0,presencial,arequipa,0,0
SOL-003503,42,1.2,1709.0,7554.0,1578.0,1,presencial,arequipa,1,0
SOL-003504,47,4.5,8191.0,35016.0,48452.0,1,presencial,lima,0,0
SOL-003505,33,3.4,1826.0,5044.0,2369.0,1,digital,arequipa,1,0
SOL-003506,41,10.7,5115.0,12702.0,981.0,1,presencial,arequipa,0,0
SOL-003507,47,4.2,3991.0,14075.0,2621.0,1,presencial,arequipa,0,1
SOL-003508,44,0.8,1471.0,3736.0,902.0,0,digital,lima,0,0
SOL-003509,49,1.6,5248.0,18091.0,3621.0,0,digital,arequipa,1,0
SOL-003510,43,7.6,6717.0,18177.0,12346.0,1,presencial,lima,1,0
SOL-003511,23,4.0,1184.0,3500.0,2514.0,0,digital,arequipa,1,1
SOL-003512,49,3.4,2579.0,6638.0,9381.0,1,digital,lima,1,0
SOL-003513,20,9.3,2984.0,11547.0,4120.0,0,digital,lima,0,0
SOL-003514,52,0.2,913.0,2980.0,1555.0,1,digital,trujillo,1,1
SOL-003515,47,8.1,889.0,3128.0,408.0,0,digital,lima,1,1
SOL-003516,48,0.2,1737.0,6852.0,2651.0,1,digital,trujillo,1,0
SOL-003517,51,9.3,1934.0,7481.0,2450.0,1,presencial,trujillo,0,1
SOL-003518,20,6.2,2225.0,6629.0,1379.0,1,presencial,lima,1,0
SOL-003519,32,6.0,1934.0,4232.0,7256.0,0,presencial,lima,1,0
SOL-003520,35,4.4,2514.0,6352.0,476.0,1,digital,lima,0,0
SOL-003521,36,9.3,2407.0,7489.0,2285.0,1,presencial,trujillo,1,1
SOL-003522,29,0.8,4782.0,10234.0,12783.0,1,digital,arequipa,1,0
SOL-003523,50,8.1,4204.0,16062.0,1363.0,0,presencial,lima,1,0
SOL-003524,41,9.5,5785.0,12212.0,2980.0,1,presencial,lima,1,0
SOL-003525,30,5.2,1591.0,3881.0,2820.0,1,presencial,lima,0,0
SOL-003526,53,3.6,2761.0,9281.0,4897.0,0,presencial,arequipa,0,0
SOL-003527,49,1.4,4109.0,14640.0,3193.0,1,presencial,lima,1,0
SOL-003528,40,23.6,4844.0,12708.0,5673.0,0,presencial,lima,0,0
SOL-003529,40,4.4,1913.0,7160.0,1800.0,1,digital,trujillo,1,0
SOL-003530,44,1.2,2950.0,12379.0,5753.0,1,presencial,lima,1,0
SOL-003531,58,2.6,3123.0,5964.0,6312.0,1,presencial,lima,0,0
SOL-003532,45,3.7,3278.0,13896.0,9482.0,1,presencial,arequipa,0,0
SOL-003533,58,9.7,11794.0,36184.0,33905.0,0,presencial,trujillo,1,0
SOL-003534,22,2.6,4505.0,12575.0,5465.0,1,presencial,lima,0,0
SOL-003535,37,2.0,2735.0,10576.0,676.0,1,digital,trujillo,0,0
SOL-003536,28,7.1,1392.0,5332.0,561.0,0,digital,lima,1,1
SOL-003537,34,4.3,2013.0,7077.0,963.0,0,presencial,trujillo,1,0
SOL-003538,56,5.9,3426.0,9135.0,2751.0,1,presencial,lima,1,0
SOL-003539,53,1.9,6890.0,15355.0,6962.0,1,presencial,arequipa,0,0
SOL-003540,21,2.2,3451.0,8687.0,1064.0,0,presencial,lima,0,0
SOL-003541,40,0.8,2470.0,7848.0,131.0,0,digital,trujillo,1,0
SOL-003542,50,5.3,2599.0,8182.0,3740.0,0,presencial,trujillo,1,0
SOL-003543,24,4.2,1083.0,4618.0,954.0,0,digital,lima,1,1
SOL-003544,34,6.2,4804.0,13526.0,18949.0,1,presencial,lima,1,0
SOL-003545,26,10.8,3353.0,11623.0,1534.0,1,presencial,arequipa,0,0
SOL-003546,39,3.5,4827.0,16635.0,16590.0,0,presencial,lima,1,0
SOL-003547,41,1.6,4148.0,15216.0,1407.0,0,presencial,arequipa,1,1
SOL-003548,41,7.2,1623.0,7261.0,1363.0,0,digital,arequipa,1,0
SOL-003549,46,6.4,4304.0,16727.0,4011.0,1,presencial,lima,0,0
SOL-003550,20,6.9,1369.0,2085.0,174.0,0,digital,lima,0,0
SOL-003551,35,4.8,3000.0,11748.0,3378.0,0,digital,trujillo,0,0
SOL-003552,40,3.8,3705.0,16671.0,1476.0,1,presencial,lima,1,0
SOL-003553,33,3.8,8528.0,12942.0,20256.0,1,presencial,arequipa,0,0
SOL-003554,26,3.3,2439.0,7930.0,4233.0,1,presencial,lima,0,0
SOL-003555,50,11.9,1920.0,6256.0,2481.0,1,presencial,lima,0,0
SOL-003556,37,16.7,2161.0,6542.0,1106.0,1,digital,lima,1,0
SOL-003557,49,7.9,5254.0,21612.0,1143.0,0,presencial,lima,0,0
SOL-003558,24,3.1,625.0,2453.0,2061.0,1,digital,arequipa,1,1
SOL-003559,45,3.4,6035.0,11668.0,18615.0,0,presencial,lima,1,0
SOL-003560,28,7.1,3434.0,5904.0,1704.0,1,presencial,arequipa,0,0
SOL-003561,21,0.3,1480.0,2836.0,2961.0,1,digital,arequipa,1,1
SOL-003562,43,7.7,3161.0,13114.0,1006.0,1,presencial,lima,0,0
SOL-003563,35,1.7,1823.0,3108.0,738.0,1,digital,lima,1,0
SOL-003564,25,0.4,2024.0,6888.0,1784.0,1,presencial,arequipa,0,1
SOL-003565,20,12.1,978.0,3441.0,1315.0,0,digital,arequipa,1,0
SOL-003566,28,7.4,3917.0,8132.0,775.0,0,digital,arequipa,0,0
SOL-003567,43,0.2,2003.0,4231.0,113.0,0,digital,lima,0,0
SOL-003568,34,9.9,3123.0,12463.0,1187.0,1,presencial,trujillo,1,0
SOL-003569,34,1.7,4157.0,11233.0,3301.0,0,digital,lima,1,1
SOL-003570,46,9.8,3940.0,11617.0,711.0,1,presencial,arequipa,1,0
SOL-003571,29,3.7,1191.0,3134.0,663.0,0,digital,lima,1,0
SOL-003572,46,5.5,5431.0,10688.0,3130.0,1,presencial,arequipa,0,0
SOL-003573,28,5.8,8280.0,22868.0,37803.0,1,presencial,lima,1,0
SOL-003574,36,5.3,4972.0,11112.0,6857.0,1,presencial,arequipa,0,0
SOL-003575,59,2.6,2441.0,5689.0,2633.0,1,presencial,lima,1,0
SOL-003576,60,13.8,1780.0,3605.0,1174.0,1,presencial,arequipa,1,0
SOL-003577,41,6.2,1677.0,5605.0,4825.0,1,digital,lima,0,0
SOL-003578,55,2.1,4038.0,9244.0,867.0,1,presencial,arequipa,1,1
SOL-003579,19,2.0,5625.0,10764.0,9006.0,0,digital,lima,1,1
SOL-003580,33,13.9,2579.0,10074.0,7790.0,0,presencial,lima,1,0
SOL-003581,29,0.2,1912.0,6090.0,3588.0,1,digital,arequipa,1,0
SOL-003582,59,6.1,4557.0,18513.0,1950.0,0,digital,lima,1,0
SOL-003583,40,2.4,3054.0,11674.0,567.0,1,presencial,lima,0,0
SOL-003584,40,1.6,6533.0,16676.0,12806.0,1,digital,trujillo,1,0
SOL-003585,36,3.7,2481.0,7793.0,4054.0,0,digital,trujillo,0,0
SOL-003586,36,5.6,4918.0,21933.0,11207.0,1,digital,trujillo,1,0
SOL-003587,43,6.0,4671.0,11724.0,8227.0,1,presencial,lima,1,0
SOL-003588,30,2.2,5529.0,11846.0,13450.0,1,presencial,lima,1,0
SOL-003589,19,11.9,2444.0,4658.0,1602.0,0,digital,arequipa,1,0
SOL-003590,57,8.4,3612.0,15581.0,3465.0,1,presencial,lima,0,0
SOL-003591,25,9.6,3331.0,7241.0,797.0,1,digital,arequipa,1,0
SOL-003592,22,5.1,5797.0,24786.0,1016.0,1,presencial,lima,1,0
SOL-003593,37,7.1,3522.0,11393.0,4480.0,1,digital,trujillo,1,0
SOL-003594,48,11.3,1527.0,4931.0,743.0,0,presencial,arequipa,1,0
SOL-003595,51,6.8,4376.0,11556.0,13579.0,0,presencial,lima,0,0
SOL-003596,44,5.1,1904.0,5003.0,3076.0,1,digital,lima,1,0
SOL-003597,22,6.0,2017.0,4829.0,2098.0,0,digital,lima,1,0
SOL-003598,22,5.9,3399.0,12444.0,409.0,1,digital,lima,1,0
SOL-003599,28,5.3,6478.0,23905.0,1923.0,0,digital,arequipa,0,0
SOL-003600,52,9.5,3393.0,10338.0,1391.0,1,presencial,lima,0,0
SOL-003601,20,5.1,10678.0,29810.0,6529.0,1,presencial,lima,1,1
SOL-003602,44,12.9,2164.0,7294.0,4494.0,1,presencial,lima,1,0
SOL-003603,53,0.9,7263.0,21232.0,1171.0,1,presencial,arequipa,0,0
SOL-003604,53,8.6,4788.0,18936.0,21600.0,1,presencial,lima,1,0
SOL-003605,40,10.9,2986.0,4783.0,5438.0,0,digital,lima,1,0
SOL-003606,55,3.6,7858.0,32989.0,1965.0,1,presencial,trujillo,1,0
SOL-003607,19,4.2,2749.0,8318.0,8048.0,1,presencial,lima,1,0
SOL-003608,61,13.1,7438.0,22155.0,11826.0,0,presencial,lima,1,0
SOL-003609,47,8.6,3435.0,8972.0,1605.0,1,presencial,trujillo,1,0
SOL-003610,58,9.0,2741.0,8360.0,5063.0,0,presencial,lima,1,0
SOL-003611,30,4.9,1920.0,3999.0,521.0,0,presencial,trujillo,1,1
SOL-003612,24,4.6,8729.0,25678.0,8461.0,1,presencial,arequipa,1,1
SOL-003613,63,4.9,6929.0,18254.0,10199.0,1,presencial,arequipa,1,0
SOL-003614,22,2.9,2090.0,4831.0,600.0,0,digital,lima,1,0
SOL-003615,40,4.9,5083.0,10460.0,5532.0,1,presencial,lima,0,1
SOL-003616,38,6.4,2862.0,11639.0,3827.0,0,digital,lima,0,1
SOL-003617,52,4.4,3186.0,12857.0,1908.0,1,presencial,lima,0,0
SOL-003618,55,2.5,6321.0,18355.0,2655.0,0,presencial,lima,1,0
SOL-003619,45,12.1,2765.0,5855.0,2780.0,1,presencial,arequipa,1,0
SOL-003620,20,1.9,857.0,2396.0,602.0,1,digital,arequipa,1,1
SOL-003621,51,4.2,4381.0,18705.0,14518.0,1,presencial,lima,0,0
SOL-003622,51,1.9,3963.0,15123.0,5925.0,1,presencial,arequipa,1,0
SOL-003623,23,6.7,2812.0,10976.0,2038.0,0,presencial,trujillo,1,0
SOL-003624,48,1.9,1685.0,6030.0,1497.0,0,digital,arequipa,0,0
SOL-003625,19,0.8,1191.0,4341.0,537.0,0,digital,arequipa,1,0
SOL-003626,54,10.0,3170.0,5908.0,7496.0,0,presencial,arequipa,1,0
SOL-003627,25,13.7,1700.0,4208.0,2744.0,0,digital,lima,1,0
SOL-003628,40,2.2,4424.0,17603.0,15496.0,1,digital,lima,1,0
SOL-003629,49,8.7,5007.0,9761.0,5428.0,1,presencial,trujillo,0,0
SOL-003630,43,7.1,2975.0,4858.0,2250.0,1,presencial,arequipa,1,0
SOL-003631,48,6.3,5023.0,20212.0,5629.0,1,presencial,arequipa,0,0
SOL-003632,31,0.7,2534.0,9681.0,8592.0,0,digital,trujillo,1,0
SOL-003633,51,6.7,3327.0,6289.0,1947.0,1,presencial,lima,1,0
SOL-003634,67,8.9,3720.0,11298.0,1910.0,1,presencial,lima,0,0
SOL-003635,28,17.9,9615.0,14704.0,6400.0,1,presencial,arequipa,0,0
SOL-003636,19,1.1,5350.0,9953.0,2361.0,1,presencial,lima,0,0
SOL-003637,27,7.0,2294.0,5041.0,2742.0,0,digital,arequipa,0,0
SOL-003638,38,6.3,6092.0,21824.0,3657.0,1,presencial,trujillo,1,0
SOL-003639,28,3.4,4186.0,9817.0,11676.0,1,digital,arequipa,1,1
SOL-003640,33,12.2,4381.0,17141.0,1070.0,0,presencial,lima,1,0
SOL-003641,53,3.8,3226.0,4752.0,5318.0,0,presencial,arequipa,1,0
SOL-003642,28,15.2,3118.0,4407.0,7793.0,1,presencial,lima,1,0
SOL-003643,37,0.2,1532.0,3569.0,357.0,1,digital,trujillo,1,0
SOL-003644,50,4.5,4204.0,15412.0,6008.0,1,presencial,lima,1,0
SOL-003645,46,10.1,2787.0,12123.0,5915.0,0,presencial,trujillo,0,0
SOL-003646,37,4.9,2135.0,5077.0,243.0,0,digital,lima,1,0
SOL-003647,53,3.5,5295.0,16554.0,1902.0,0,presencial,lima,1,1
SOL-003648,44,3.9,9203.0,14064.0,21761.0,1,presencial,lima,0,1
SOL-003649,39,7.7,4650.0,6528.0,11026.0,0,presencial,lima,0,0
SOL-003650,37,1.5,2537.0,3676.0,2166.0,0,digital,lima,1,1
SOL-003651,50,13.3,3790.0,6449.0,4253.0,1,presencial,trujillo,0,0
SOL-003652,53,5.4,6917.0,28432.0,10955.0,0,presencial,trujillo,0,0
SOL-003653,24,5.1,4683.0,15867.0,9654.0,1,presencial,lima,0,0
SOL-003654,41,7.2,4233.0,17714.0,4355.0,1,presencial,arequipa,1,0
SOL-003655,31,1.9,4392.0,17516.0,9056.0,1,presencial,trujillo,1,0
SOL-003656,49,6.5,1821.0,6868.0,1361.0,0,presencial,trujillo,0,0
SOL-003657,51,19.5,4689.0,11706.0,7277.0,1,presencial,lima,1,0
SOL-003658,40,5.3,2428.0,4408.0,3073.0,1,presencial,lima,0,0
SOL-003659,24,4.7,3289.0,5658.0,9855.0,1,digital,trujillo,1,0
SOL-003660,50,9.3,2612.0,3859.0,928.0,1,presencial,lima,0,0
SOL-003661,42,13.1,5205.0,10155.0,1669.0,1,presencial,lima,0,0
SOL-003662,48,4.8,2474.0,3610.0,8146.0,1,digital,arequipa,1,0
SOL-003663,52,3.3,1477.0,5217.0,203.0,1,digital,lima,0,0
SOL-003664,43,8.3,2303.0,6000.0,4157.0,0,digital,trujillo,1,0
SOL-003665,46,3.1,12053.0,36608.0,19885.0,1,presencial,lima,1,0
SOL-003666,63,12.9,1174.0,3386.0,650.0,1,presencial,arequipa,0,0
SOL-003667,46,10.7,4173.0,9509.0,13419.0,0,presencial,trujillo,0,0
SOL-003668,38,9.7,2263.0,3972.0,2045.0,0,presencial,trujillo,0,0
SOL-003669,36,7.4,7832.0,24131.0,7763.0,0,presencial,trujillo,1,0
SOL-003670,35,8.5,5852.0,23862.0,2140.0,0,presencial,trujillo,1,0
SOL-003671,43,8.5,4216.0,15701.0,1804.0,0,presencial,lima,0,0
SOL-003672,48,6.9,6168.0,26446.0,1842.0,1,presencial,trujillo,1,0
SOL-003673,27,3.8,4347.0,10883.0,6326.0,1,presencial,trujillo,0,0
SOL-003674,38,8.6,3840.0,15443.0,5386.0,0,presencial,lima,1,0
SOL-003675,34,0.7,1962.0,7142.0,4433.0,1,digital,lima,1,0
SOL-003676,39,1.0,2221.0,9602.0,1790.0,1,digital,lima,1,0
SOL-003677,43,13.3,3007.0,6892.0,390.0,0,presencial,arequipa,0,1
SOL-003678,46,2.6,3848.0,14974.0,11710.0,1,presencial,arequipa,1,0
SOL-003679,29,11.5,1431.0,4258.0,934.0,1,presencial,lima,0,0
SOL-003680,33,2.5,6538.0,18005.0,4246.0,1,presencial,lima,0,0
SOL-003681,31,3.5,7374.0,20970.0,6374.0,1,digital,arequipa,1,1
SOL-003682,49,5.5,3057.0,8379.0,6414.0,0,presencial,lima,1,0
SOL-003683,46,1.7,7051.0,29042.0,3833.0,1,presencial,trujillo,1,0
SOL-003684,34,8.0,3570.0,15450.0,9334.0,1,presencial,lima,0,0
SOL-003685,40,2.0,2798.0,9668.0,834.0,1,presencial,lima,1,0
SOL-003686,60,2.1,3138.0,6269.0,1909.0,1,presencial,lima,1,0
SOL-003687,49,1.9,4002.0,10820.0,99.0,1,presencial,trujillo,0,0
SOL-003688,30,0.2,1841.0,4607.0,1230.0,1,digital,trujillo,1,0
SOL-003689,32,9.6,5246.0,18256.0,932.0,1,presencial,lima,1,0
SOL-003690,35,3.9,2922.0,4728.0,658.0,1,presencial,lima,0,0
SOL-003691,43,4.6,2191.0,7510.0,415.0,0,presencial,lima,1,0
SOL-003692,46,5.1,3788.0,10785.0,3395.0,0,presencial,lima,1,0
SOL-003693,49,4.1,2668.0,5894.0,2320.0,1,presencial,arequipa,1,0
SOL-003694,47,2.4,3229.0,5156.0,5691.0,1,presencial,lima,0,0
SOL-003695,28,2.2,2605.0,4075.0,1643.0,1,digital,lima,0,0
SOL-003696,37,5.1,1907.0,7944.0,2830.0,1,presencial,lima,0,1
SOL-003697,66,2.3,8173.0,26054.0,8181.0,1,presencial,lima,0,0
SOL-003698,37,3.9,5841.0,18165.0,2846.0,1,presencial,lima,1,1
SOL-003699,29,10.5,2758.0,4011.0,5986.0,1,presencial,lima,0,0
SOL-003700,25,3.7,3790.0,14364.0,1513.0,1,presencial,lima,1,0
SOL-003701,28,5.6,3729.0,7655.0,370.0,0,digital,lima,0,0
SOL-003702,53,0.2,4266.0,11043.0,133.0,1,presencial,lima,0,0
SOL-003703,37,7.9,10173.0,34634.0,5303.0,1,presencial,trujillo,1,0
SOL-003704,48,0.2,2367.0,4301.0,1763.0,1,digital,lima,0,0
SOL-003705,43,8.0,7103.0,27487.0,5378.0,1,presencial,lima,0,0
SOL-003706,55,9.6,1912.0,7628.0,46.0,1,presencial,lima,1,0
SOL-003707,35,7.4,2071.0,6235.0,2590.0,1,presencial,arequipa,0,0
SOL-003708,24,2.7,6433.0,16293.0,4008.0,1,digital,trujillo,0,0
SOL-003709,44,1.9,3058.0,6669.0,5116.0,1,presencial,arequipa,1,0
SOL-003710,37,6.0,1460.0,5321.0,1299.0,0,digital,arequipa,1,0
SOL-003711,30,2.3,2614.0,6419.0,3759.0,1,digital,trujillo,0,0
SOL-003712,35,3.2,5170.0,20212.0,782.0,1,digital,lima,1,0
SOL-003713,38,1.4,1801.0,6611.0,3021.0,1,digital,trujillo,1,0
SOL-003714,19,3.5,2622.0,6539.0,3054.0,0,digital,arequipa,0,0
SOL-003715,28,3.3,1021.0,2154.0,424.0,1,digital,lima,1,0
SOL-003716,26,0.9,2100.0,5269.0,6262.0,0,digital,lima,1,1
SOL-003717,27,5.4,4500.0,11075.0,21517.0,0,digital,lima,1,0
SOL-003718,36,11.7,1782.0,7780.0,763.0,0,digital,lima,0,0
SOL-003719,26,8.5,1383.0,4626.0,2480.0,1,digital,trujillo,1,0
SOL-003720,21,13.9,2557.0,8792.0,2128.0,1,presencial,lima,0,0
SOL-003721,40,3.7,2788.0,6354.0,3858.0,1,presencial,arequipa,0,1
SOL-003722,31,2.8,5697.0,14409.0,6097.0,1,presencial,trujillo,1,0
SOL-003723,37,0.2,3264.0,9286.0,5689.0,0,digital,lima,0,1
SOL-003724,52,4.4,5156.0,22830.0,241.0,1,presencial,lima,0,0
SOL-003725,19,3.3,2719.0,9434.0,3657.0,0,digital,arequipa,0,0
SOL-003726,23,4.0,1941.0,3644.0,2187.0,0,digital,trujillo,1,0
SOL-003727,36,0.8,1789.0,8000.0,1665.0,0,digital,lima,1,0
SOL-003728,28,6.3,4793.0,10711.0,11527.0,1,presencial,lima,0,0
SOL-003729,41,3.7,6122.0,20370.0,1440.0,1,digital,arequipa,0,0
SOL-003730,44,4.7,1643.0,6758.0,2737.0,1,digital,trujillo,0,1
SOL-003731,30,5.6,1578.0,5221.0,591.0,1,digital,lima,1,0
SOL-003732,23,1.4,1484.0,6337.0,758.0,0,digital,lima,1,1
SOL-003733,19,5.8,5898.0,23764.0,2515.0,1,presencial,trujillo,1,0
SOL-003734,52,9.9,3745.0,5649.0,3431.0,1,presencial,lima,0,0
SOL-003735,65,6.9,5109.0,18030.0,8639.0,1,presencial,lima,0,1
SOL-003736,52,3.8,2057.0,7476.0,1722.0,0,digital,arequipa,0,0
SOL-003737,41,3.3,5279.0,13475.0,10226.0,1,presencial,lima,1,0
SOL-003738,20,2.9,2307.0,9734.0,1356.0,1,digital,lima,0,0
SOL-003739,41,0.2,1200.0,4659.0,140.0,0,digital,arequipa,1,0
SOL-003740,42,8.8,6185.0,15697.0,6569.0,0,presencial,arequipa,1,0
SOL-003741,48,3.3,3756.0,7856.0,2620.0,1,presencial,lima,1,0
SOL-003742,46,2.7,3257.0,6706.0,9527.0,1,presencial,lima,1,0
SOL-003743,33,0.4,3101.0,6461.0,859.0,1,digital,arequipa,0,1
SOL-003744,54,3.2,1806.0,5827.0,2229.0,1,presencial,arequipa,0,0
SOL-003745,55,3.8,4789.0,16247.0,4031.0,1,presencial,trujillo,1,0
SOL-003746,26,9.6,1966.0,3660.0,263.0,0,digital,arequipa,1,0
SOL-003747,33,3.3,3529.0,10941.0,259.0,1,presencial,arequipa,1,0
SOL-003748,19,11.1,4845.0,10542.0,398.0,0,digital,trujillo,0,0
SOL-003749,39,11.2,5345.0,22568.0,9020.0,1,presencial,trujillo,1,0
SOL-003750,31,11.0,3492.0,14158.0,2859.0,1,presencial,lima,1,0
SOL-003751,48,7.7,3632.0,6387.0,5113.0,0,presencial,trujillo,1,0
SOL-003752,39,1.5,1011.0,2206.0,1486.0,1,presencial,trujillo,0,0
SOL-003753,40,10.2,2496.0,10803.0,8281.0,1,presencial,lima,1,0
SOL-003754,41,0.2,2923.0,6801.0,5966.0,0,digital,lima,1,0
SOL-003755,47,2.5,2573.0,10109.0,2085.0,0,presencial,arequipa,1,1
SOL-003756,42,3.8,1920.0,2988.0,2542.0,0,presencial,lima,1,1
SOL-003757,62,3.4,4913.0,12784.0,996.0,1,presencial,arequipa,1,0
SOL-003758,51,9.0,7550.0,24959.0,1162.0,1,presencial,lima,1,0
SOL-003759,27,6.7,1841.0,4858.0,1316.0,1,digital,lima,0,0
SOL-003760,39,4.9,6033.0,23233.0,2389.0,1,presencial,lima,1,0
SOL-003761,41,6.0,3906.0,17334.0,3405.0,1,digital,trujillo,1,0
SOL-003762,45,5.9,2303.0,6890.0,1193.0,1,presencial,lima,0,0
SOL-003763,31,5.3,2622.0,7439.0,5007.0,1,presencial,arequipa,1,0
SOL-003764,53,4.1,9775.0,35033.0,12652.0,1,presencial,lima,1,0
